阈值,聚类数量,轮廓系数,Calinski-Harabasz指数,Davies-Bouldin指数,训练时间(秒)
0.3,65,-0.34782353043556213,33.582603454589844,2.1371891287183744,1.0346839427947998
0.5,156,-0.28855621814727783,20.743244171142578,2.00003075890933,2.484471082687378
0.7,569,-0.21471089124679565,13.177051544189453,1.6714981449046322,7.692627906799316
