date,label,bow_vector
2025-11-27 07:40:11,bbc,5399:4 7129:4 6572:1 4056:1 5032:1 3107:2 40:1 1046:1 1378:2 4044:1 4341:1 6221:1 6752:2 1481:1 5170:1 2638:1 5689:3 783:1 4706:1 3537:2 2967:1 2379:1 6410:2 6010:1 2617:1 2983:1 1191:2 2284:1 54:2 5214:1 965:2 3707:1 5441:1 2103:2 673:2 1213:4 607:1 5752:1 1092:1 3161:1 533:4 185:1 4799:1 1611:1 3811:4 3840:1 6385:2 1414:1 62:1 983:1 3854:1 3810:1 1612:2 5197:1 5081:1 5937:1 2153:2 33:1 1478:1 5263:1 4313:1 5747:2 2714:1 6329:1 3751:2 416:1 3808:1 1905:1 5554:3 1664:2 6011:2 1907:1 1855:1 2002:1 3662:1 2593:1 2145:1 4374:2 4396:1 1224:1 1712:1 1137:1 1610:1 6348:1 2431:1 5824:1 3988:1 5645:2 1523:2 5922:1 4975:1 5232:1 3087:1 3547:2 367:1 5544:2 2323:1 2829:1 2924:1 3614:1 2889:1 6326:1 257:1 1686:1 4090:1 5330:1 3114:2 5370:1 3676:1 254:1 211:1 5404:11 2597:1 2272:1 729:1 4856:2 3461:1 3975:2 1101:1 1647:2 5095:2 127:1 76:2 3123:11 5954:1 2483:1 2298:1 697:2 1358:3 2156:1 5110:1 2935:2 5845:1 6303:1 602:1 3532:1 4194:1 4994:1 6797:1 2094:1 6106:1 998:5 5967:1 5647:1 1843:1 6019:1 3843:1 936:1 5794:2 4492:1 4494:1 1794:1 2387:1 4620:1 839:2 3190:1 4992:1 3375:2 6942:2 894:4 2180:1 3099:1 4282:1 4655:1 4627:1 509:1 6043:2 6231:3 5748:1 4033:2 2098:8 515:1 5257:2 1958:1 4122:2 4899:2 4010:1 6279:1 3805:2 1190:1 4560:1 1911:1 6733:1 1799:1 6735:1 1329:1 4782:1 6290:7 6330:1 2738:2 5648:1 108:1 4958:1 1551:1 1543:2 2390:1 694:2 6384:1 3962:1 4833:1 672:1 843:1 3923:1 579:1 5312:1 6354:1 5583:1 109:2 5097:1 5367:1 5177:1 5791:1 4857:1 2948:1 5819:1 433:1 4565:1 3538:1 2158:1 4406:1 3081:1
2025-11-27 00:03:12,bbc,5399:5 557:1 5942:7 3540:2 4218:2 7129:10 859:1 6572:3 3566:2 3934:1 4056:5 119:2 3107:3 5372:5 6595:6 1046:2 2397:7 4199:2 5160:1 1378:6 3412:1 4082:1 5231:1 6752:4 5170:1 5689:5 2568:1 3804:1 6475:1 1209:1 462:2 4706:1 1323:1 3537:2 2967:1 2379:1 5501:3 6410:1 6858:1 6010:1 1876:1 4861:3 4004:3 2392:2 5233:2 1163:1 3239:1 6555:1 3800:1 1532:3 5214:1 6685:5 4552:2 4973:1 2515:2 5441:8 2103:3 2625:1 3578:1 2648:11 541:1 7082:1 607:1 4562:1 2325:1 1552:1 3869:1 1092:1 4746:1 3161:1 533:2 5137:1 5296:1 3426:1 175:1 6385:3 4175:1 3866:1 4989:1 5197:1 4349:2 3912:1 2503:3 5495:1 10:1 3790:1 6120:1 1565:1 6402:1 3739:1 991:3 3529:1 1093:1 442:1 1913:2 2197:3 5563:2 4618:1 4561:2 2854:1 4956:3 3565:1 297:1 2036:1 1855:2 3662:3 4374:7 1426:1 7074:1 4141:1 1137:1 1610:1 6348:1 5982:1 5082:2 4805:3 2680:1 585:1 655:4 3899:3 1420:1 1199:1 5237:1 488:1 5922:1 4975:1 5232:1 2999:2 2074:2 6758:1 6837:1 5360:4 4845:2 4563:1 2829:1 914:1 4234:2 5192:1 7151:1 3439:1 3694:1 4854:1 1096:4 5304:2 2109:5 6339:1 18:1 214:2 4422:1 4550:1 4933:12 4882:1 3228:1 4553:3 2606:1 45:3 454:1 2452:2 5420:1 6448:6 5058:2 1798:1 3352:1 3676:1 2932:1 1710:1 563:1 6906:4 254:1 1754:1 4125:2 719:1 2295:3 4301:1 6048:2 177:1 1285:1 4183:1 3120:1 6972:1 1419:1 6220:2 4052:1 3195:1 3554:6 2718:1 1647:1 309:3 3115:3 2961:2 5270:1 55:1 2028:1 121:1 1641:1 3214:2 547:1 6907:3 6970:1 4551:4 4405:3 127:1 6202:1 4715:1 4597:2 1445:1 4723:1 3852:1 4755:2 5155:2 3203:2 2451:1 4181:1 605:1 7052:1 5695:1 3380:1 6342:1 3890:2 2298:2 5669:1 1924:2 5753:1 311:1 5838:1 4906:1 1722:1 2126:1 4754:3 2202:2 5494:1 1202:2 1561:1 6269:1 7168:1 5711:2 2127:1 4904:1 1778:1 5125:3 2094:1 1694:1 1248:2 3209:1 66:1 5730:2 5374:2 4067:1 998:2 1621:1 1254:1 5967:1 334:1 255:1 2863:1 4913:1 2095:2 2296:1 1619:1 6979:1 6978:1 59:1 3054:2 4758:5 1830:3 2106:1 3843:1 6263:1 3365:1 4295:1 1205:1 2434:1 968:1 887:2 6321:1 5455:1 5210:2 4575:1 6320:1 2387:1 4344:1 4759:1 3036:1 3156:2 2089:7 4158:1 5784:4 2779:1 4839:1 6304:1 169:2 5131:2 2768:1 434:2 5135:1 20:1 1939:2 4085:1 2787:1 2120:1 4810:1 6879:1 5124:1 1991:1 1615:3 3620:1 3300:5 2263:1 1557:1 1743:1 346:1 4345:1 3085:2 6017:3 443:2 4871:2 1385:2 5635:1 3082:3 942:1 2115:1 796:2 4282:1 4929:1 5798:1 6564:2 4859:1 6880:1 5920:2 1867:1 1065:1 1814:1 4222:1 781:1 3596:2 1314:1 1695:1 1518:1 2550:1 2429:1 5178:2 6186:1 409:2 6123:1 4621:1 2852:1 2491:1 2188:1 4023:1 1225:1 2309:3 1265:2 3289:1 2822:1 4010:1 3091:1 1437:1 170:1 4167:1 70:1 239:1 3033:2 65:1 1635:1 7013:1 6162:1 3011:2 6873:1 6224:1 3913:2 28:1 5385:1 6466:1 1399:1 3038:1 6292:1 5846:1 2252:1 2670:1 4783:1 26:1 3939:1 2602:2 318:1 2582:14 6236:5 6848:1 2583:12 3252:2 3471:2 4795:2 1614:1 5375:2 2701:1 418:1 5378:2 4235:1 501:1 4151:3 3482:3 7181:2 3313:3 589:1 5799:2 281:1 1348:1 2242:1 2022:1 878:1 4591:1 2874:1 4272:1 5576:1 4533:1 1684:1 4902:1 4426:1 3231:1 720:1 5202:1 6697:1 235:1 1035:1 562:1 4892:2 616:1 604:1 3287:1 2419:1 4011:1 274:1 4812:1 4926:1 598:1 4134:1 194:1 1278:1 4364:1 3599:1 1685:1 5668:1 7089:1 1726:1 5745:1 2208:1 1863:1 4822:1 3045:2 2062:1 4241:1 1776:1 5100:1 6826:1 2581:1 2744:1 6240:1 5379:1 3717:1 3143:1 890:1 2087:1 3595:1 1443:1 1969:1
2025-11-15 07:26:26,bbc,5399:4 1054:4 2382:1 6572:1 5825:1 1046:1 576:1 2764:1 2638:1 462:1 7001:2 1191:1 2625:1 2325:1 4087:4 185:1 62:1 3854:1 2900:1 2218:1 1526:1 2308:1 4956:1 5672:1 1855:2 2593:1 4374:1 7074:1 1712:2 5982:1 6782:1 5627:5 920:1 7092:1 794:2 2427:1 2332:1 6339:1 6975:1 3822:1 1460:1 3676:1 4702:1 1266:2 5404:2 3802:1 3080:1 177:1 3062:1 5886:1 3214:1 2921:1 6202:1 3852:1 5089:1 368:1 6342:1 5810:1 4874:1 3037:1 4800:1 7006:1 3349:1 2183:1 2094:1 2863:1 6978:1 4353:1 6297:2 350:1 5794:3 1734:1 968:2 3740:1 6320:1 1178:3 5851:1 2944:1 3476:1 4394:1 942:1 4504:1 4627:2 5004:1 1733:2 3284:2 2421:1 6901:1 6769:1 981:1 6492:1 5812:1 2015:1 4685:3 419:1 4884:1 5405:1 4777:2 1001:5 7068:1 456:5 1821:2 1740:3 1801:1 2775:1 666:3 711:2 6794:2 6658:1 391:1 641:1 1760:1 7133:1 1567:1 5712:1 1985:1 1514:1 3074:2 3524:1 4984:1 1872:1 1874:1 5631:1 6139:1 3084:1 1402:1
2025-11-24 00:06:53,bbc,4842:2 5942:1 7129:4 6572:1 3566:1 4056:1 3107:2 2397:1 4005:3 4199:1 1378:2 6752:1 2764:1 5170:1 4787:1 1209:4 462:2 2967:1 6940:1 4004:2 3721:1 1191:1 1532:1 4552:1 4973:1 3707:8 5441:10 6445:5 2625:3 2648:1 7082:1 1213:4 2325:2 1092:1 6929:1 4087:3 429:1 185:3 5137:3 5708:4 2869:2 7136:2 5365:4 5300:1 4175:4 6457:1 983:1 1223:1 329:2 3810:1 187:1 2503:1 5937:1 2153:1 33:1 838:1 4050:3 3790:1 3831:1 3739:1 991:2 4154:1 4313:1 1315:2 2628:1 4618:6 4561:2 6471:5 4956:2 6890:1 5554:3 1855:2 3662:2 2593:3 4374:3 3893:1 4943:1 5496:2 4396:1 7074:1 5520:1 7093:1 6348:1 5292:1 5082:1 341:3 655:1 4776:1 1199:1 5922:1 4400:1 3087:1 5544:2 2323:1 2829:1 2099:2 4944:1 7151:1 1686:1 5234:1 6451:1 4090:1 2332:1 2109:1 6339:2 6200:4 5664:1 4882:1 5541:1 6793:1 371:1 2606:1 454:1 2021:1 1460:2 1798:3 902:1 882:1 3366:1 5996:1 4702:1 5348:1 243:1 6444:1 3189:1 6906:6 1754:2 6371:5 5404:1 4125:1 2465:1 516:1 5709:1 6490:4 6861:2 1627:1 6446:6 4493:1 2244:1 4856:1 4347:1 3593:2 6281:1 3554:1 3670:1 1692:5 309:1 5742:1 5230:1 4570:4 5095:1 6140:1 5960:2 1371:1 1123:1 1267:2 343:1 7052:1 2492:1 6487:4 311:1 2877:1 2303:2 1358:2 2152:1 4593:2 5879:1 4906:1 3732:1 1229:1 5494:1 5711:2 5845:1 602:1 186:1 3779:1 832:1 1694:2 3643:2 5238:1 2725:1 2957:1 66:2 5917:1 5967:1 1012:1 2794:1 5849:1 1109:1 6896:2 7011:1 5336:1 6002:1 6297:1 7152:1 6976:1 4492:1 3247:1 5030:1 4452:1 968:1 5418:4 6478:2 1794:1 6582:1 1535:4 1650:2 1367:1 519:1 4887:1 590:1 5460:1 6017:1 1424:1 5440:2 5195:1 6667:2 1258:1 3882:1 5706:1 4008:1 5315:1 428:1 6719:1 5685:1 2550:1 3737:1 2401:1 6690:1 1275:1 5257:1 64:1 3768:1 1225:1 2043:2 6841:1 3109:1 3289:1 7062:1 3591:1 2907:1 4010:1 1437:1 1763:1 984:1 75:1 3618:1 322:1 6733:1 3498:1 276:4 2855:1 3198:1 5022:1 5177:1 3785:7 4680:7 3097:1 4644:7 6656:1 830:4 4077:1 6008:1 153:1 847:3 977:1 798:6 1284:9 123:7 857:7 328:1 6577:1 5268:1 228:1 4076:1 4934:2 4645:2 4054:3 5796:1 6432:4 5343:2 5738:1 6751:1 5363:1 252:1 3302:1 1214:1 6403:1 908:1 4236:1 79:1 1961:1 6433:1 5832:1 2376:1 182:1 5451:1 1704:1 2988:1 4590:1 6416:1 910:1 2637:1 1475:1 4480:1 6825:2 6670:1 2039:1 5871:1 3903:1 5299:1 2636:1 3106:1 6381:1 6408:1
2025-11-19 06:23:23,bbc,5399:3 6572:1 4168:1 3107:1 40:1 2185:1 4199:1 576:1 4787:1 1209:1 67:1 3541:1 5342:1 3721:1 54:1 6685:7 2515:1 3707:2 2103:1 2625:1 541:1 185:2 6183:1 2905:1 6079:2 6385:1 4349:1 2503:3 5495:1 10:1 4897:1 6329:1 1913:4 4618:1 6471:1 5163:1 1990:1 184:1 1664:1 2200:1 5496:1 7093:1 6348:1 6436:1 5645:1 5142:1 2893:1 3114:1 4210:1 902:1 5348:1 1408:2 6048:4 177:1 3120:1 1037:2 5556:1 2899:3 4715:1 2922:1 5333:1 5722:1 679:1 4697:1 1566:1 5683:1 886:1 1996:2 1697:2 5063:1 6862:1 6089:1 6185:1 5463:1 4967:2 6019:1 5321:1 2135:2 5851:1 1530:1 2839:3 990:1 5124:1 5818:1 2522:1 2686:1 4895:2 5090:1 205:1 453:2 2655:1 2015:1 5447:1 6825:1 5688:4 3966:1 4536:2 7071:2 3967:1 223:1 3654:1 1792:1 6509:1 4223:1 2876:1 7072:1 1219:1
2025-11-11 23:12:23,bbc,4842:1 1791:1 6533:1 5399:1 557:3 1054:3 4218:1 7129:2 2382:2 6572:2 6460:1 1046:9 2185:1 5781:2 4790:1 4199:3 1378:4 5286:2 6752:2 1481:4 2638:8 2568:2 3220:1 2168:2 3537:1 2379:1 5501:1 2269:1 6940:2 1365:2 2392:1 5233:1 2580:1 3721:1 3239:2 4889:1 54:1 805:1 965:1 6685:3 4552:3 3137:2 4973:1 408:1 1904:4 2515:2 5441:11 2103:3 3578:1 2648:2 541:1 1213:2 2325:1 1552:1 5752:2 1092:1 2675:1 533:2 185:4 3755:1 5708:1 1611:1 2905:1 2869:2 4890:4 5365:1 6385:4 1414:1 4175:2 3623:2 6457:1 3866:1 983:4 6143:1 1223:1 3854:1 329:2 124:1 2124:1 3810:8 1612:1 2218:1 2148:1 5937:1 6049:1 10:1 60:1 2308:2 1478:1 3880:2 838:1 4803:1 4050:3 1875:1 2706:1 1788:5 2560:1 126:1 6402:2 3831:5 3739:1 6153:1 991:1 4775:1 4313:1 803:1 2714:2 2628:1 442:1 1913:2 2197:4 4618:10 4430:1 7076:2 5163:1 2854:1 1990:1 184:1 3808:1 5672:2 1905:7 6890:2 3565:1 5554:1 1664:2 2002:1 3662:6 2593:2 2145:1 4374:2 4350:1 5496:1 7074:4 5520:1 7093:2 4141:2 5044:2 5982:2 5824:1 5082:3 2579:1 1251:1 341:2 6782:1 6244:1 220:1 989:1 3899:1 7113:1 4389:3 5627:1 2262:2 3576:1 1304:1 5645:2 3723:3 3192:1 2074:1 6758:2 5890:1 2626:1 2323:3 2366:1 4834:1 966:1 2889:1 3208:1 2893:1 7151:4 1044:1 3694:2 4636:2 7058:1 4090:3 3114:4 1382:1 2485:1 1091:1 4995:1 6200:1 4882:2 3449:1 1286:1 6793:1 371:1 1210:1 4553:1 1460:1 6984:1 1798:3 2932:1 4702:1 6083:1 563:1 6906:2 5404:2 4125:1 3080:1 4457:1 2465:1 5397:1 4183:1 5584:1 2798:2 4856:2 3195:1 4347:1 6281:1 41:1 1101:1 309:1 3650:3 6907:1 5549:1 5960:1 6970:1 3467:2 4405:1 2899:1 6465:1 1542:2 5861:4 2945:2 97:1 6481:1 3889:1 605:6 4911:1 5722:1 3345:9 216:1 5437:4 2298:1 697:1 1331:1 3502:2 1887:1 4358:1 4824:1 2307:2 1011:1 1358:1 2152:1 4593:3 5110:1 32:1 2970:1 2935:3 5208:1 2046:1 3732:1 4191:1 383:1 6303:1 1996:1 4194:1 1301:3 1303:7 1838:1 832:1 6089:1 4403:1 1694:1 6020:1 3730:1 3968:1 289:1 1118:1 66:1 3821:1 4388:1 6618:2 4967:1 5673:1 1971:1 5531:1 3054:1 6896:1 4353:1 5809:2 6263:3 5817:1 3058:1 4036:1 6640:1 7017:1 4475:1 4623:1 606:1 2793:1 2378:1 5043:1 2841:1 5310:1 5210:2 4586:1 4494:1 5069:1 1886:1 2259:1 5499:2 3156:2 4930:1 2000:1 5784:1 4922:1 2157:1 519:1 630:1 4409:1 590:6 6554:1 5124:1 504:1 894:1 6488:1 7170:2 5195:1 3099:1 1782:1 3658:1 7130:2 1372:2 6441:1 1065:1 5099:1 1906:1 4404:1 1765:1 6043:1 1574:1 5071:1 6319:1 6424:1 3691:2 5159:1 3284:2 898:1 2023:1 3273:2 1384:1 4033:1 3737:1 4326:1 6161:1 5257:1 4408:1 1879:1 1549:1 5403:1 1423:1 3109:1 5281:1 1010:1 1308:1 1571:1 6892:3 3033:1 4664:1 2655:3 75:1 691:1 4495:1 5806:1 1142:1 6359:1 1820:2 1839:1 215:1 4003:1 6653:3 6834:2 470:1 3198:1 1740:1 3106:1 3765:1 945:2 7155:4 2972:1 6703:1 2475:2 6395:1 4001:1 2500:1 2657:1 5275:1 4419:2 5777:1 5724:1 1120:1 474:1 1894:1 2364:1 1379:1 466:1 3157:1 3656:1 6720:1 4524:1 5011:1 4649:1 3180:1 3759:1 1558:1 3795:1 3870:1 1598:1 4019:1 4987:1 986:1 1506:1 2865:1 3714:1 2169:1 1993:1 1594:2 7094:1 3747:1 303:1 2665:1 6357:1
2025-12-01 04:08:47,bbc,5399:7 3540:1 7129:2 4674:1 859:1 4168:4 5825:10 3480:7 3107:2 1046:1 4005:1 6032:1 5948:1 1378:3 6752:1 2764:1 5170:1 3220:1 4706:1 3541:3 6410:1 4418:1 5233:1 3721:1 3707:3 550:1 1213:2 3869:1 4746:1 533:1 429:3 185:1 4799:1 6183:1 1414:2 62:3 5197:2 5495:1 33:1 2308:1 1478:7 1875:1 3529:1 4775:1 4313:3 1093:1 2197:1 3808:3 554:2 3662:2 4374:1 1426:1 4141:1 1610:1 6348:1 2605:1 5082:2 3899:3 4389:1 5445:1 3240:2 4714:1 3221:1 98:2 3988:7 6759:2 1304:1 1014:1 1523:12 4400:1 1488:2 3894:1 5360:2 5544:1 6022:1 2323:5 6102:1 6918:1 257:1 4636:2 2427:2 6975:1 4422:1 4995:1 57:1 56:1 3876:1 3103:5 2409:1 5420:2 563:1 516:1 4443:3 2597:1 4301:1 5397:2 5240:1 6993:1 41:5 1647:1 5614:1 3062:1 55:1 1261:1 1641:2 5960:1 6970:1 5547:2 2922:2 6846:1 3852:2 4932:4 3380:1 3890:1 5444:1 4103:1 5208:1 1202:1 3668:1 68:3 5341:1 2059:1 3532:2 5553:1 4029:1 5463:1 4214:1 4353:1 6696:1 4475:1 6258:1 539:1 1654:4 3159:1 3247:3 6166:1 5210:1 2813:1 5200:1 674:1 1991:1 6147:1 3082:1 2170:4 4873:1 3481:4 379:1 1867:1 159:1 509:1 1485:1 786:1 3569:5 898:3 293:2 3078:1 737:13 2309:1 452:1 2835:1 7090:1 6257:2 1381:10 1902:1 200:1 5719:2 6612:1 1962:1 3715:1 1412:1 3075:1 3031:1 1912:1 1070:1 3044:2 4836:1 1796:1 6028:1 6066:1 3741:1
2025-11-23 05:22:12,bbc,5399:2 5942:1 7129:1 859:2 6572:1 1046:1 2397:1 6032:1 2422:1 5286:1 576:2 6752:1 4787:2 1323:1 4861:1 4004:1 1365:2 2392:1 1191:1 54:1 408:1 5441:4 2625:1 2648:2 673:2 1213:1 5026:1 2325:1 4746:2 6929:2 3161:1 533:1 185:1 175:2 124:1 3810:1 5197:2 2900:1 1478:1 3790:1 3831:1 5914:1 4154:1 803:2 6969:1 5900:1 2197:1 4618:1 5554:1 297:1 2002:1 2593:1 4374:2 1426:1 209:1 7074:2 1712:1 2605:1 655:1 920:2 3738:3 3988:1 1199:2 5209:1 6758:1 4845:1 6022:1 6102:1 4834:2 6918:1 6747:1 6018:1 257:2 3694:1 5393:1 6200:3 3449:1 4210:1 2409:5 45:1 882:1 2223:1 2989:1 1285:1 5584:1 6291:1 1470:1 4293:1 797:1 873:1 1586:1 5087:1 5861:1 6097:1 3718:1 3184:1 5669:1 5702:2 3414:1 1358:1 4593:1 3042:1 4604:1 5711:1 3668:1 5125:1 3971:1 427:1 2986:1 2296:1 3567:1 3464:1 3159:3 3957:1 1790:1 1205:1 2378:1 2233:1 2470:1 4502:2 4759:1 1847:1 1825:1 5131:3 5009:1 5118:1 721:1 6203:1 4699:1 4532:3 2115:1 6172:1 4863:2 3096:1 6231:1 5162:1 6186:1 6598:1 6965:2 1275:2 7145:1 6957:2 572:1 137:1 1549:1 1423:1 5550:1 5885:1 75:1 3618:1 2015:5 5827:1 6356:1 1857:1 6292:1 1418:1 281:1 1912:1 234:2 4078:1 4687:1 3320:1 2052:1 364:1 524:1 2575:1 6053:1 522:1 3682:1 1668:1 892:1 395:1 1732:1 5991:1 1150:1 752:1 3884:1 1723:1 6138:1 6574:1 884:1 3417:1 471:1 1393:1 2454:1 376:1 3991:1 6301:1 1100:1 3684:1 6218:1 5017:1 4488:1 4690:2 1931:1
2025-11-28 06:34:36,bbc,5399:4 7129:5 859:2 4168:2 2185:1 4199:4 6752:1 2638:2 2568:1 2969:1 3537:3 6982:1 6940:2 1876:1 4855:1 4889:1 965:1 4552:2 3707:1 2625:2 541:1 3708:1 1941:1 4087:1 185:1 2869:3 5365:1 4175:2 2503:1 838:4 4050:1 6120:1 4154:2 4618:2 4430:1 5487:3 2593:2 2145:1 4374:1 4943:1 2712:1 4396:1 5520:1 5982:1 4389:1 3932:1 6758:2 4563:2 3614:1 6326:1 257:1 3694:1 1686:1 4999:1 2427:1 2463:5 4422:1 6200:1 3822:1 6793:1 371:1 1798:2 2223:1 563:1 6906:1 516:1 6964:1 1285:1 4347:1 6281:1 2711:1 3467:1 5852:1 1542:1 873:1 5861:1 2721:1 2159:2 343:1 6325:2 7154:1 5437:1 100:1 895:1 2307:1 1358:1 32:1 2970:3 5821:1 5494:1 1978:1 186:3 4194:1 5063:1 1301:2 1303:1 1713:1 2084:1 5102:2 1118:1 4353:1 2338:1 2646:2 5807:1 4295:2 1794:1 5069:2 2233:1 2000:2 5784:1 2779:4 1178:1 1367:1 635:5 7105:1 4887:1 4043:1 6241:1 4883:1 3691:1 3284:6 7157:1 6953:1 4740:1 6769:1 6422:1 1423:1 5039:1 1142:1 658:1 1076:1 1001:2 1792:1 303:3 3991:1 5253:5 3420:1 2511:4 5130:1 3428:5 1667:1 7027:3 2940:1 1511:1 6335:2 5979:1 5489:1 5207:1 4174:2 5129:1 3321:1 2523:1 6916:1 6154:1 3992:1 6340:1 1124:1 6169:1
2025-12-01 14:05:41,bbc,5399:2 7129:1 859:3 6572:1 4056:1 40:3 1046:1 5781:1 4199:2 5160:1 1378:5 3412:1 576:1 2638:1 2269:1 5250:1 1365:2 615:2 2617:1 4889:1 5214:1 6685:1 5441:5 2103:1 7082:1 2845:1 1213:2 2325:1 4160:1 538:1 1389:1 185:1 5296:1 2869:2 4890:2 4175:2 62:1 3854:1 3810:1 5937:2 10:1 33:5 3880:1 838:1 5747:1 442:1 5563:1 4618:11 4430:1 184:1 3808:1 5672:1 1664:1 6011:1 1855:1 3662:2 2593:1 2145:1 4374:2 4943:1 5520:1 6088:1 1251:1 341:2 585:1 3899:1 98:1 3988:3 7085:2 3614:2 6338:1 4853:2 6958:1 6918:1 2889:1 5393:1 1545:1 4636:1 2109:1 3114:2 56:1 4882:1 1239:1 902:1 5996:1 4702:1 1408:1 4125:2 448:1 2137:1 4912:1 309:1 1470:1 6202:2 5454:1 6584:1 1345:1 6593:1 6820:1 3123:1 2451:1 5089:1 179:1 2492:1 5810:1 3890:2 100:1 4874:1 972:1 1358:1 5110:1 4906:2 2046:1 6494:1 1229:1 5711:1 383:2 886:1 3668:1 3730:1 3901:3 5817:1 5794:1 7051:2 4276:1 2682:1 85:1 1847:5 5784:1 6811:2 635:1 5200:1 3644:1 86:1 2286:1 2839:3 2840:1 1465:1 2806:1 1258:1 4895:1 4660:1 1133:1 178:1 2654:1 734:1 6553:1 3737:1 5608:2 515:1 6965:3 6690:1 6961:1 877:1 1423:1 2384:1 7062:1 1010:1 5802:1 7013:1 5522:1 2726:2 1077:2 3902:1 4630:1 2670:1 3169:3 2158:1 4223:1 1894:1 3656:1 4488:2 4322:9 3292:2 6962:2 2215:1 2622:4 6119:1 1297:1 4580:1 1673:2 1714:1 6249:2 69:1 2595:1 1738:3 3653:1 6314:2 4458:1 5725:1 995:1 1250:1 6495:1 4837:2 1691:1 2057:1 2727:1 6874:1 4258:1 4573:2 5523:1 3164:1 4302:1 4273:1 1848:1 875:1 2842:1 3990:1 2949:1 1696:1 298:1 4838:1 6707:1 5409:1 1406:1 6031:1
2025-11-30 06:14:24,bbc,5399:5 6860:1 3540:1 1737:1 3107:1 7107:1 5781:1 4199:1 1378:1 3412:2 6752:3 5689:1 2568:2 5042:1 2969:1 6982:1 6940:1 4418:1 6555:1 1191:2 1532:1 965:1 6248:1 4552:3 3137:1 3707:1 5441:3 6315:1 2625:1 541:1 7082:1 185:5 6385:2 62:1 983:1 3810:1 5633:1 1478:1 3880:1 3206:1 991:1 3734:1 2197:1 5563:1 4618:7 4430:1 3662:5 4374:3 209:1 3916:1 2712:1 5496:2 5682:1 7074:1 6404:1 7093:2 4141:1 341:2 3899:2 3192:1 4975:1 2694:1 6758:3 4845:1 4563:1 6958:1 2274:1 6326:1 257:1 3694:2 1686:2 4090:2 2332:1 6950:1 4120:1 2104:4 6975:2 3470:1 6200:1 454:1 2021:2 1460:3 6984:1 6448:1 5058:3 1798:1 2634:1 6444:1 1276:1 6906:1 2302:1 3080:2 6490:1 5584:2 3515:1 6281:1 5120:2 4961:1 6206:1 3650:1 7073:3 3467:2 6465:1 2922:1 2945:2 1353:1 5878:3 7154:1 5810:2 3890:2 5068:1 5103:1 2877:2 414:1 2935:2 1816:1 3732:1 5845:3 2113:1 696:1 1694:1 2725:1 2165:1 1118:1 6925:1 3054:4 1830:1 2843:1 5809:1 4682:1 6002:3 1172:1 957:2 6297:3 7152:1 3523:5 2646:1 968:3 168:2 3574:1 7102:2 5069:1 4331:1 4276:1 3970:1 3156:1 1178:1 1530:1 1207:1 5460:2 4206:1 4282:1 6564:1 4859:1 1410:1 2828:1 7149:1 5276:1 1384:1 2429:1 409:1 5813:1 6054:1 1879:1 4559:1 3258:1 2236:1 284:1 1527:1 4010:1 5823:1 6242:1 4034:1 4107:1 3618:1 2111:1 5369:1 2383:1 7044:1 5468:1 5467:12 2016:1 1377:1 694:1 6240:1 2600:6 5052:1 6597:14 1042:1 1800:1 3758:1 1508:1 3443:1 277:1 1456:3 3602:1 4745:2 6951:3 4744:2 5273:1 3188:1 3672:1 6810:1 181:1 5274:1 2923:1 7103:1 2995:1 613:1 5018:1 1373:1 1529:4 4060:1 1496:1 2669:1 2661:1 2659:1 1677:1 5108:1 4300:1 3355:2 4678:2 2264:1 5477:1 4914:1 6372:1 6447:1 676:1 6344:1 6046:1 6473:1
2025-12-07 06:57:29,bbc,5399:5 7129:6 6572:1 3934:1 4168:1 3107:1 5372:1 1046:1 1378:1 5286:1 6752:1 5170:1 3804:1 462:1 6982:1 5501:1 5250:1 805:1 5441:2 2625:1 704:1 2325:1 1552:1 4087:7 1228:1 185:1 5708:1 867:1 6385:1 1223:1 2218:1 60:1 6402:1 4154:1 6683:1 4618:1 5672:1 5554:1 2593:1 4374:3 6404:1 1959:1 5982:1 6955:2 208:1 6758:1 3587:1 794:1 257:1 1382:6 2104:1 6975:1 3822:1 3876:1 2932:2 5348:1 1509:1 1266:1 2219:1 4301:1 6490:1 177:1 3975:9 6291:1 1641:1 3852:2 4332:1 3123:1 2159:1 4197:2 5245:1 5753:1 614:2 2935:1 2202:1 3732:1 5183:1 193:1 6677:1 4353:1 6297:1 253:2 2713:1 2646:1 168:1 4070:1 3740:1 5600:1 5069:1 4331:1 5083:1 2470:1 2368:1 1782:1 2174:1 4684:1 5004:1 5561:1 2722:1 5071:1 1695:1 4186:1 1146:1 4559:1 3289:2 5550:1 4360:1 6986:1 4365:2 5995:1 7155:1 875:2 1508:4 3859:3 2728:2 938:3 4508:1 722:1 1079:1 2781:1 197:1 837:1 766:1 6883:1 3606:1
