date,label,bow_vector
2025-11-28 07:57:44,bbc,5399:3 4218:2 3934:1 6195:1 2185:1 5948:1 1378:4 3412:1 4082:1 5286:2 2053:1 6752:1 2568:1 3220:1 3537:1 6410:2 3311:3 3312:2 6409:3 54:1 5214:1 4973:1 3707:3 2103:1 2648:1 5026:1 2325:1 4175:1 62:2 5197:2 4561:1 5970:1 4374:1 7093:1 1610:1 341:1 3899:3 920:1 488:2 367:2 5360:6 1504:1 6338:1 2889:2 2427:1 2332:1 1382:2 214:2 2463:3 457:1 4550:1 5664:1 2021:1 6448:1 5058:1 2295:1 1295:1 1285:1 4347:2 3593:3 3554:1 2711:1 1890:1 1101:1 1641:1 5556:1 4425:1 1123:1 6202:1 5547:1 3852:1 2945:1 5155:1 2495:2 4932:1 5089:1 5669:1 2126:1 5711:1 1694:1 1376:1 2863:1 6927:1 4214:1 6300:1 3594:2 4452:2 6500:1 1385:7 6241:2 2299:1 2550:1 5415:8 3860:9 800:1 1720:1 4705:4 1386:2 4444:1 4186:1 2888:1 3371:1 6806:4 1607:1 3801:1 3557:2 6686:1 5612:1 3407:1 1238:1 3383:1 2919:1 2818:1 4451:1 7060:1 3374:1 213:1 469:1 4879:1 2882:1 699:1 3308:1 5426:1 2489:1 6622:1 1221:1 6965:1 6123:1
2025-12-07 15:55:51,bbc,4842:1 1791:2 6533:4 5399:5 5942:2 7129:1 2382:1 859:4 5825:1 3480:1 3280:2 5372:5 6595:2 6195:1 2397:3 5158:1 2185:2 6032:2 7107:1 5781:1 4790:1 4199:3 111:1 1378:1 5286:3 6752:11 5170:2 4787:1 6475:1 6967:1 462:1 6346:1 2969:1 3537:1 2379:1 6858:2 3311:1 171:4 6010:1 4861:2 4004:3 1365:2 2392:1 3980:2 2973:1 3920:1 6555:1 1191:1 4973:2 1904:1 5441:3 7082:1 5026:1 2325:1 1552:1 185:2 62:1 3866:1 5197:2 5495:3 3206:2 991:1 4154:2 5263:1 3529:2 1315:1 2197:1 5563:1 5970:1 1905:2 6011:7 297:1 5487:1 2002:3 3893:1 4350:3 209:1 5496:1 7093:2 6088:1 5164:1 4869:1 220:1 655:1 3899:1 920:1 3576:1 3932:1 208:4 6758:1 6943:1 5478:1 6102:1 3614:1 6918:1 7086:1 1587:1 4499:1 4338:1 3114:1 2463:1 4422:1 4995:3 56:1 4882:1 3228:1 4210:1 5881:1 2409:1 4553:1 2452:2 6448:2 3676:1 4702:1 563:1 4125:1 3080:1 2465:1 1285:2 5157:1 1287:2 6220:1 1893:1 6281:1 338:1 1140:1 4961:1 6993:1 6206:1 4912:2 1101:1 2013:1 677:1 5556:1 6907:1 1470:1 4293:2 1542:1 4597:1 1267:1 1827:1 5861:1 76:1 4755:3 5919:1 6593:2 5155:1 2451:1 5117:1 4278:1 972:1 68:2 1320:1 2588:1 4870:1 5063:1 2094:5 1779:8 4789:1 4067:3 4388:1 427:1 73:2 2172:2 3485:2 2095:4 6979:1 1918:2 5932:2 4758:1 2587:2 5809:1 957:1 3523:2 3567:1 1205:1 1313:1 4452:1 2378:1 7051:1 2233:1 1098:2 2063:2 4502:1 3348:1 6889:1 3970:1 5236:1 3036:1 1189:1 3156:3 6706:1 1900:1 4930:1 4330:1 2024:1 2089:5 962:1 4583:1 2000:1 5870:1 2424:1 4158:1 172:2 5784:1 569:1 906:1 169:1 4474:1 5200:2 1112:1 1207:2 4810:1 640:1 1615:1 4213:1 1986:1 5920:1 71:1 2009:1 5706:1 5071:1 3664:1 926:1 4621:1 1774:1 4647:1 6226:1 218:1 1255:1 5790:1 5902:1 5903:1 2007:1 5225:1 4757:1 6561:1 6690:1 6161:1 907:1 612:1 3207:1 1849:1 6800:1 1275:1 5589:1 3316:1 1436:1 1183:1 932:1 7145:1 2692:1 3905:1 1724:1 6785:1 6571:1 1354:1 261:1 7183:1 6961:1 5059:1
2025-11-29 09:15:27,bbc,5399:2 6572:2 5825:1 3280:1 3412:1 462:1 6940:1 1191:1 805:1 4552:3 408:1 2325:1 4087:1 185:1 2869:1 1223:1 124:1 3912:1 6120:1 6471:3 4374:1 7093:1 5982:2 341:1 6102:2 4834:1 1044:1 6018:1 6326:1 6200:2 6038:1 4125:1 1890:1 6423:1 1542:1 6325:1 1331:1 679:1 110:1 1996:1 3054:1 2106:1 6896:1 6640:1 7017:1 1530:1 5009:2 2828:1 7060:1 6965:1 3421:1 6966:2 1146:1 1310:2 6901:2 2613:2 3921:1 2908:1 4808:1 3799:1 1539:1 3429:1 3562:1 1936:1 2663:1 3788:1 2667:1 6472:1 4117:1 2662:1 1783:1 5813:1
2025-11-20 08:23:24,bbc,4842:1 1791:1 6533:1 5399:9 6860:1 1054:1 4218:1 7129:2 2382:1 6572:1 3566:1 4168:1 4056:2 119:1 5032:1 3280:1 3107:3 6460:1 1046:2 5948:1 576:1 4341:1 6752:3 2568:1 462:1 4706:1 3541:1 5342:2 2168:1 7001:1 2969:1 3537:1 5501:2 6410:3 5250:1 4418:3 1876:2 4855:1 3239:6 6555:1 80:1 1191:1 965:4 6248:2 4552:1 3137:1 4973:1 5441:1 6315:1 2103:1 2625:4 2648:1 673:5 7082:1 1059:9 2845:1 1213:13 2325:1 3869:1 4746:1 4160:1 4087:3 533:1 185:3 1217:1 3426:1 867:1 6183:1 4175:1 3854:1 329:1 3810:1 6246:1 1612:1 5197:3 4349:1 2503:1 2148:3 1478:1 3880:1 838:1 1875:2 1204:4 3539:1 352:1 3206:1 126:20 6120:1 6402:2 6683:2 1315:1 6130:1 2714:1 2628:1 2080:1 4618:2 4561:1 184:1 4717:1 554:1 3565:1 1664:1 1907:1 3662:1 4374:2 209:1 2200:1 5496:1 7093:2 9:1 6348:1 2431:1 1251:3 6782:2 6244:2 220:3 3221:1 1199:1 1523:4 2999:1 6758:1 2323:4 2829:2 2924:1 6958:1 6918:1 2889:2 2893:1 4540:1 257:1 2427:1 4090:2 2109:2 2485:2 214:1 5370:1 4995:2 6200:2 1499:1 4210:1 3352:1 254:2 211:3 5404:4 2219:1 4125:1 2597:1 4301:1 3243:3 5986:3 5584:2 1627:1 6426:2 4856:1 6993:1 6206:2 1037:4 1692:1 1647:1 2013:1 3115:1 121:2 5095:1 1279:1 1470:2 1542:4 5861:2 6715:1 5528:1 5527:1 3583:1 605:1 6342:1 3182:1 5437:1 2640:1 3953:1 972:1 311:1 6783:1 5476:1 2307:2 4880:1 5838:1 5683:1 5145:1 3732:1 1229:1 5494:2 1561:1 5260:1 4904:2 3668:1 1440:1 1771:1 2183:1 2113:1 1008:1 6952:1 3935:1 5778:1 1838:1 832:1 696:4 5238:3 5837:1 1143:1 6924:1 2172:1 3377:1 1843:1 7011:1 2456:1 5336:1 5809:1 5794:1 1654:1 1790:1 5944:1 2135:1 887:1 3740:4 5600:1 411:1 2233:1 2259:2 5499:1 2058:1 4887:1 4043:1 6939:1 921:1 6017:2 1438:1 504:1 5440:1 1200:1 3881:1 5004:1 5434:3 317:3 4863:1 4041:1 619:1 5408:1 1906:1 1828:1 1176:1 5028:1 2267:1 3273:1 2395:1 537:1 2421:1 6899:2 1720:1 4319:15 6034:1 5257:3 1885:1 2852:1 2433:1 106:1 799:4 6788:1 3323:1 2982:4 638:1 1004:1 2652:1 2673:1 2125:1 4661:1 567:1 6769:1 4075:1 4487:1 4635:1 657:1 3121:2 6957:2 6171:1 573:1 1803:2 4408:1 6309:1 828:1 835:1 4616:1 64:1 6559:1 6012:1 3763:1 3875:1 777:1 2804:1 3525:1 6784:2 6054:1 748:1 872:1 2477:1 2491:1 1173:1 3487:1 6055:1 7028:1 6767:1 1958:1 4122:2 7111:2 4442:1 3364:1 315:1 1977:1 787:1 6398:1 5070:1 1879:1 183:2 6101:1 4681:1 3264:1 4530:1 3639:1 4535:1 4899:1 4397:1 262:1 1089:2 1928:1 816:1 4566:1 5456:1 6992:1 1086:1 7127:1 2415:1
2025-11-10 00:17:37,bbc,4842:1 6533:2 5399:1 557:2 1054:2 5942:2 7129:1 2382:1 859:1 6572:1 5825:1 6460:1 40:1 1046:6 2397:2 2185:1 111:1 1378:7 3412:1 4082:1 2422:1 1711:1 5231:1 576:2 6221:2 6752:16 2638:1 5689:1 4787:2 3220:2 1209:1 6346:1 5042:1 1881:1 2168:2 3537:1 4721:1 6982:1 5501:1 6940:2 2076:1 3311:1 1365:4 2973:1 3721:2 3239:7 2617:2 4889:2 1191:1 54:2 805:2 5214:1 965:1 6685:2 3137:1 3707:2 5441:9 6315:1 2625:1 2648:5 673:3 6117:4 7082:1 1213:4 607:2 1350:1 2325:2 969:2 4746:1 1941:1 4087:2 185:6 1217:1 3426:1 6183:1 2869:1 768:1 4890:1 1666:1 5365:2 6385:2 4175:1 62:1 1223:1 3854:2 329:1 3810:1 4349:1 2503:2 2306:1 2148:2 33:3 60:2 3880:1 2078:1 126:1 6120:1 4154:4 6683:2 3529:1 4775:1 4313:1 1913:1 4893:2 4561:1 4430:1 7076:1 3808:1 4717:1 5672:1 1905:2 3565:1 1664:3 4710:1 3662:2 2593:1 2145:1 808:1 4374:1 4350:1 1426:5 2443:1 209:3 2200:1 5496:2 7074:1 7093:3 5044:1 1712:1 6348:1 2605:1 979:1 3873:2 341:1 4805:1 6782:1 6244:1 585:1 920:1 5645:1 3192:1 1523:2 5922:1 4975:1 4400:3 208:1 6758:1 2256:1 2323:2 4944:1 6003:1 4834:1 6041:1 4636:1 4090:2 4021:1 6339:1 3114:3 6200:1 2409:1 4088:2 454:1 5058:1 1798:1 6906:2 1408:3 4125:1 3243:1 5584:1 6281:1 1692:1 2711:2 2013:1 121:1 5230:2 2069:1 3214:3 5556:1 1470:1 351:1 1123:1 1542:2 1267:1 3852:1 180:1 5527:3 3123:1 2451:2 3583:1 7154:1 3345:1 1946:1 3890:2 3167:1 1201:1 3502:2 2307:1 4880:2 4593:1 5110:1 4906:2 2935:1 2046:1 3732:4 1561:2 3349:1 6303:2 4925:1 1040:1 2113:1 6797:1 6862:1 1665:1 4403:3 498:1 7178:1 2084:1 66:3 5730:1 1621:1 6924:1 5122:1 334:1 73:1 5647:1 6947:1 4180:2 4438:1 4475:2 2037:1 4492:2 5001:1 1790:1 1313:3 2135:1 5065:1 1794:1 5069:2 1510:1 3156:1 378:1 2024:1 2428:1 2058:1 3559:1 4887:3 590:1 4555:1 2840:1 921:1 1465:1 3996:7 3881:1 3584:1 5920:1 1258:1 551:1 1906:2 5833:1 6043:1 5071:1 5643:1 5685:1 5276:1 893:1 734:1 6231:1 6953:1 4033:1 6598:1 6061:1 105:11 2188:1 3936:6 3687:1 1158:1 6549:4 5215:2 6302:1 3994:5 4559:1 104:16 5047:1 3607:1 6748:1 4023:2 4482:1 2946:1 5132:1 1670:3 5606:1 575:1 5381:3 6516:4 6391:2 6216:1 981:1 5592:1 3883:3 5380:1 4615:2 5759:1 3258:1 6245:1 5585:1 6724:1 2894:1 4896:1 5543:1 2757:3 2377:1 4142:1 1116:1 6704:1 5684:1 3353:1 6803:1 6945:1 4420:1 3768:1 5123:1 5116:3 6069:1 2552:1 5269:1 6743:1 572:1 3448:1 730:2 912:1 3910:1 4700:1 6508:1 2033:1 6065:1 1225:1 3129:1 295:1 1717:1
2025-11-07 08:00:25,bbc,5399:2 557:1 1054:1 7112:5 3340:1 5942:5 2382:1 6572:1 3566:1 40:1 1046:4 1378:2 3412:1 2422:1 6752:1 171:1 80:1 1532:1 6248:1 7082:2 2325:1 185:1 3978:1 6183:1 175:1 5859:2 3810:1 5197:1 3790:1 6683:1 4313:1 6329:1 3808:1 5672:1 5970:1 5554:1 1664:1 2145:1 2056:1 6348:1 4805:1 3899:4 4975:1 3547:2 4845:1 5478:1 914:1 4944:1 2360:2 2893:1 4636:1 2853:1 2681:1 4625:1 57:1 4553:1 6444:1 2295:1 915:4 6220:1 5828:1 6281:1 3670:1 1692:1 6814:1 2030:1 1101:1 5614:2 1261:1 6738:1 3852:1 76:1 5878:1 179:1 2483:1 1202:2 1561:1 3532:1 4163:3 6026:1 2863:1 6947:1 2843:1 1654:1 6582:1 2758:1 2347:1 2009:1 1867:1 6957:1 7028:1 137:4 2487:6 2660:1 971:2 4476:1 1943:4 931:4 4707:2 2043:1 5596:1 744:1 1563:3 1789:1 3703:1 1758:1 3635:1 5579:1 2759:1 5401:1 1777:1 5411:1 5644:1 6682:1 1197:1 2309:1
2025-12-02 06:02:35,bbc,5399:3 120:1 6860:1 557:1 1054:17 5942:1 7129:5 6572:2 3566:1 4056:1 5825:2 3280:3 3107:4 6460:1 40:7 1046:8 2397:2 5158:1 6032:1 5948:1 1378:13 4082:1 5286:2 6752:9 5689:2 4787:1 6967:1 1209:2 1602:1 4706:2 5042:1 2168:1 4844:1 5491:1 3537:5 5501:1 2269:3 6940:1 6410:9 5250:1 171:1 1876:1 1365:7 5233:1 2973:3 3721:1 3239:1 6555:2 2617:1 1191:2 3800:1 1532:1 54:3 805:2 5214:1 6685:3 6248:1 4552:1 3137:2 1904:2 3707:4 5441:20 2103:3 2625:4 2648:10 541:4 673:8 7082:3 1213:6 607:2 2325:1 1552:1 6929:9 1941:1 3161:1 4087:2 533:7 429:1 185:5 5137:2 5296:2 5708:2 2869:2 768:3 7136:1 4890:1 175:1 6385:2 4175:4 3623:2 62:1 329:2 124:1 3810:5 1612:1 5197:1 187:1 5081:2 5937:1 6049:1 2308:1 3880:3 2078:1 4050:2 3530:1 2560:1 3790:3 3539:1 6276:1 6153:1 4154:2 6683:1 4313:1 1315:1 4893:4 5563:1 2014:1 2080:3 4618:1 4430:1 6471:1 7076:1 5163:1 4956:1 1990:1 184:2 3808:1 4717:2 1905:1 3565:1 6272:1 5487:3 4710:1 548:1 3662:3 2593:4 4374:6 3893:1 4943:1 1426:1 209:2 2712:3 7074:7 7093:3 4141:1 6088:2 9:1 1137:2 5982:3 5824:3 5082:2 341:1 4805:2 220:1 585:1 3240:2 920:2 6436:1 7092:3 98:4 3576:2 3988:1 1199:1 1014:1 5645:2 3723:1 3192:1 3906:2 4975:3 4400:1 5232:1 3894:1 6758:7 5890:1 5544:2 2323:3 914:3 4944:3 1504:5 6958:1 6918:1 2889:1 1044:1 3439:2 2274:1 7086:1 257:1 3694:2 5393:3 2427:2 1548:1 5234:1 6451:1 4090:7 6499:1 4166:1 3114:1 6200:3 6287:1 1499:1 5909:1 3449:1 3228:1 2206:1 371:2 3103:3 4088:1 45:1 454:4 1798:2 902:1 3676:1 5996:2 2932:2 4702:2 1710:1 7004:1 2223:3 563:3 1276:1 6906:1 1408:2 1754:1 3080:1 516:1 5709:1 5397:1 3243:3 3120:1 5999:1 2798:1 4423:1 3515:3 5828:2 133:1 3975:1 6993:1 6206:1 1692:2 41:2 2329:2 1101:1 1647:1 6423:1 6936:3 6291:1 6140:1 1641:1 3214:1 5556:1 6970:4 1470:1 6202:2 2815:1 1542:3 1267:1 2922:1 1139:2 4723:1 5528:1 6097:1 4755:1 4024:2 6501:2 3718:1 3203:1 1967:4 6481:1 2495:2 4932:1 3184:1 4181:2 6325:1 4911:2 2492:2 5722:1 3345:5 5810:1 1837:1 2011:1 5669:4 3167:1 5444:2 4824:2 110:1 2307:1 1358:1 2152:1 4593:1 2156:1 5110:2 32:1 2970:2 2046:3 1816:4 6494:1 1229:1 5711:1 5845:3 3668:2 1778:1 6303:1 6518:1 1298:1 4870:1 4401:1 1040:1 2047:1 193:2 3532:1 2113:1 6015:2 5063:1 3003:1 4403:1 81:1 1694:2 1248:1 3968:2 1316:1 4025:1 1118:1 66:2 1621:1 4388:1 334:2 1334:3 2986:2 1918:1 59:1 2212:2 4758:1 7011:1 5809:2 6263:3 6976:1 2646:1 4492:2 1057:1 3247:1 3705:2 1313:1 2793:2 2378:1 968:1 887:2 4070:1 5455:1 7051:1 1409:1 1916:1 3196:1 1794:1 5069:1 2259:2 6113:2 4331:1 4276:1 5236:1 2779:1 4839:1 169:3 3511:1 2157:1 3604:1 4887:1 2776:1 6939:2 6660:2 1300:1 5971:1 5460:1 2263:1 6168:1 1385:1 5440:2 942:5 894:2 1305:1 2918:1 3996:2 6488:1 4018:1 5195:1 1232:1 1782:1 3625:1 4282:1 7130:1 349:1 4504:1 4627:1 4684:1 379:2 5706:1 2686:1 1176:4 6043:1 3633:1 178:1 3691:1 5276:1 786:1 2114:1 1651:1 1835:1 3151:1 2299:1 3078:1 2181:1 526:1 5608:1 2175:2 3557:3 1221:4 6690:1 932:1 5257:1 2852:5 105:8 2188:1 3936:19 1158:1 5215:1 3994:7 104:10 6069:1 6743:1 1503:6 3513:5 1340:4 2561:1 5000:1 468:1 6841:3 7162:22 4189:1 3696:1 6192:1 6452:2 845:1 3927:1 6507:2 3386:2 3725:1 5302:3 6422:2 48:5 5865:8 2237:1 2048:1 1122:2 985:1 3459:1 6649:1 1430:2 2236:6 5025:2 5482:2 4091:1 4761:6 3436:1 877:1 2547:1 3229:1 1813:1 3776:3 4129:1 2912:2 3582:1 1341:6 7163:6 1265:1 4957:1 5701:1 3564:1 5950:1 4831:1 4982:1 4185:3 6694:1 1549:3 5394:1 5699:10 4219:1 5866:1 2351:1 7106:1 5972:1 988:4 904:1 5403:1 5713:1 4589:1 1871:1 4491:3 1423:1 4629:1 1808:1 1034:2 3435:1 2620:1 5707:1 6121:1 5889:1 3666:2 463:1 6565:2 284:1 8:1 4143:2 2450:2 842:4 2235:4 2384:1 3109:1 1527:1 3819:1 3289:2 3806:1 3002:1 7062:2 2010:1 5792:3 4505:1 3591:1 1306:2 702:2 712:1 1576:1 6629:1 5395:1 6250:1 2822:1 2294:1 3441:1 3395:1 5462:1 5416:1 5502:1 2754:1 3266:1 5172:1 452:1 5488:1 4594:2 2038:1 1119:1 1067:1 5281:1 2707:2 997:1 3823:1 647:1 3555:1 3500:1 1053:1 1047:1 4178:1 7039:1
2025-11-28 08:59:32,bbc,4842:1 5399:1 6860:1 5942:1 4218:2 7129:4 859:1 4168:1 4056:1 3107:1 40:1 1046:2 4199:2 1378:2 4341:1 6752:2 1560:1 5689:1 4706:1 3537:1 6410:1 3729:1 1876:1 3721:1 1191:1 1904:1 3578:1 7082:1 5026:2 3161:1 533:1 185:3 6183:1 62:1 329:2 2900:1 5081:1 3912:1 2503:1 2148:2 5937:1 5495:2 838:1 1875:1 6120:1 5900:1 2197:1 5563:1 3808:1 3662:2 4350:1 1426:1 5496:1 6088:1 5292:1 341:1 3240:1 6367:1 7092:1 3988:3 1751:1 3087:1 2999:1 6837:1 3614:1 5219:1 2893:1 2427:1 1499:1 3822:1 254:2 6371:1 2352:1 6861:8 6446:1 4856:3 3195:1 4961:1 2711:2 2030:2 5638:1 1542:1 4675:1 6593:1 4996:1 110:1 1358:1 4593:3 4906:1 6736:1 886:1 68:1 5862:1 2725:1 66:1 5673:1 255:1 2095:1 6677:1 2456:1 4353:1 4452:1 16:1 7051:1 2233:1 5236:1 2089:1 1535:1 5769:1 674:1 422:1 970:1 4043:1 1141:1 3310:2 5992:1 2535:1 2180:1 5235:1 37:1 4543:1 1225:1 3749:7 4119:12 4264:1 2907:2 2091:2 4462:1 2228:1 2525:4 2432:1 3331:1 4010:1 2862:2 3091:1 3026:1 4286:1 3648:1 4263:2 42:1 4035:1 6279:1 1437:2 1272:1 1981:1 3787:2 2266:1 4459:1 2365:1 3608:1 1495:1 6843:1 3871:1 5406:1 6228:1 4045:1 3680:1 4507:1 5184:1 207:1 6406:1 5646:1 2685:1 355:1 3805:1
2025-12-02 09:52:28,bbc,4842:1 1791:1 6533:2 5399:12 1054:1 5942:1 859:2 6572:1 3107:1 1046:3 2397:1 4199:1 5948:1 5286:1 6221:1 6752:4 2638:3 2568:2 6967:1 3220:1 4048:1 171:2 2392:3 5233:1 3239:1 2617:1 1532:1 5214:1 4973:1 1213:1 5026:2 5752:1 1643:2 185:4 5708:1 3426:1 175:1 3623:1 62:1 3854:1 5197:1 5495:1 33:1 1478:1 3790:1 4501:1 991:2 4154:1 1315:1 2197:2 4618:1 5672:1 3662:2 1426:1 209:1 5520:1 7093:1 1137:1 2605:1 5824:1 3873:3 1251:2 4389:3 3240:5 4714:5 3988:2 6759:1 1199:1 1014:1 1523:1 5232:1 5142:1 3087:1 3547:2 2999:1 7085:1 208:1 6758:4 5890:1 5360:1 4845:1 2323:1 914:1 2366:1 4540:1 7151:2 2427:2 3114:1 1091:1 6866:1 5541:1 1210:1 45:2 4702:1 5404:1 516:1 3069:1 5240:2 1627:1 729:2 4856:1 3554:1 1101:3 2013:1 6423:1 3062:1 55:1 5549:1 4785:1 2316:1 6846:1 5528:2 4932:2 424:1 2438:1 3502:3 5476:1 6023:1 2630:1 2444:1 1298:1 2047:1 5165:1 1301:1 832:2 4403:1 4789:1 1621:1 6924:1 1334:1 2095:1 6947:1 6677:1 4353:1 5794:1 1409:1 1510:2 4759:1 4424:1 169:2 1178:1 713:1 3205:1 4922:1 839:1 3248:2 7008:1 2839:1 4887:1 590:1 4810:3 5526:1 3620:2 5818:1 1465:1 2806:1 5616:2 6415:1 2136:1 6294:3 2532:1 2265:1 6184:1 379:1 5706:1 3284:1 3383:1 6061:1 3500:1 5599:13 6268:6 6305:2 415:2 3418:1 4592:5 4881:2 6713:2 1364:7 5550:1 1294:1 1411:1 2835:1 5691:1 4519:1 690:1 5206:2 337:1 6909:1 3754:2 3627:1 2938:1 1339:1 1559:2 2217:1 4923:1 1375:1 4314:1 2250:1 3558:1 170:1 2826:1 4016:1 2086:1 2123:1 1010:1 3324:1 1043:1 5566:1 1784:1 6331:1 3855:1 1308:1 1556:1 2533:1 5309:1 4020:1
2025-11-28 09:47:59,bbc,5399:14 1054:4 3540:2 7129:3 4674:1 859:3 6572:1 4168:1 5825:1 40:3 1046:1 4790:1 111:1 5948:1 4082:1 5286:1 1711:1 2764:2 5170:3 444:1 5689:2 1209:1 3541:1 2969:8 5491:1 3537:1 2967:3 6410:7 1876:2 1365:4 5233:1 3920:2 2612:2 4855:1 6555:1 54:1 805:7 965:2 6685:1 4552:4 4973:1 3707:5 5441:2 2103:1 2625:1 2648:3 1213:1 5026:1 2325:1 5752:1 1092:5 4087:3 1389:1 3520:1 533:5 429:5 185:5 5296:1 3426:1 867:1 7136:1 175:1 6385:2 3623:3 62:1 3810:1 5197:10 187:1 2218:1 5495:2 2308:1 5156:1 3790:2 6120:1 3831:3 4897:1 3739:1 6153:1 6683:1 3529:1 1937:1 1913:1 5563:1 2014:4 4618:5 4956:4 3808:2 5554:3 1664:1 2593:1 808:3 4374:5 4350:2 4943:1 2200:1 7074:4 7093:1 5044:1 1137:1 6348:3 2431:1 5982:2 3873:3 1251:1 655:9 3899:5 3240:3 819:2 6367:4 3738:1 98:1 3576:4 1304:1 1014:1 3192:1 5843:1 4975:1 4400:3 5006:1 3218:1 3547:1 2999:1 6266:2 6758:6 5890:8 2323:2 4563:2 1536:2 2099:2 2624:1 4853:2 928:2 6958:1 2889:2 5219:6 2893:1 5601:5 3439:1 257:3 2100:1 3694:3 1686:1 1545:1 2427:6 1548:1 3170:1 5304:1 1564:2 1973:2 4021:1 2332:1 7030:4 4166:1 6950:1 2485:1 214:1 2230:1 2463:3 5370:1 6200:1 56:1 3822:1 417:3 3876:1 2206:1 4210:2 5053:1 371:1 5881:2 2606:1 454:2 6448:1 4702:2 2223:1 563:3 1276:2 254:1 1266:2 3802:1 4443:1 5397:3 3069:1 4242:1 1627:1 6972:1 1287:1 6426:1 4052:2 1037:1 2030:1 6423:1 55:1 5638:1 2069:1 4868:1 4064:1 1641:1 5556:1 547:1 3467:1 5976:1 6202:1 4293:3 2849:1 4715:1 2316:27 1515:1 151:3 4030:1 3423:1 6501:1 347:1 5878:2 179:1 3583:1 6904:6 5695:1 5954:1 2492:1 3182:1 3167:1 679:1 3037:1 1924:3 5103:1 4358:1 110:1 4880:1 5838:1 2156:1 2935:1 1722:1 4754:4 6151:2 3732:1 6746:2 1229:4 4191:5 5711:1 1298:4 2166:1 2079:2 5038:2 1713:2 1694:1 6795:1 1805:1 5238:1 2957:1 289:4 998:1 6620:3 4830:1 2212:2 6896:1 4353:1 3843:1 4612:1 7017:3 2646:2 5255:1 4452:3 7051:1 1916:2 411:1 1886:1 2233:1 169:1 2944:11 3476:10 6393:1 635:1 1207:1 2347:1 1300:1 5460:2 346:2 6017:1 3917:2 1385:6 5440:1 942:8 4282:1 5597:2 3584:1 2245:1 5561:1 6726:1 2686:1 1176:2 35:1 37:1 1814:1 5071:1 2844:1 4222:1 1366:1 5899:1 3940:1 786:1 740:1 5450:1 6070:1 1537:2 4179:1 1573:1 1833:1 3316:1 4661:1 6957:3 2188:1 3936:1 6391:1 981:1 2894:1 3666:1 2707:1 4010:1 1437:1 4507:1 5184:3 6713:1 1538:2 5290:1 2903:2 4279:1 2343:5 2178:1 5765:1 5728:1 5039:2 3478:1 3835:1 2280:2 646:6 6056:3 3838:2 785:4 2488:7 6191:4 4735:4 1763:3 6450:3 6001:2 1368:1 4094:1 5710:1 6628:2 5220:1 5603:1 963:2 4360:1 6688:1 6213:2 4694:2 3930:3 4711:2 2321:1 6623:1 5823:1 2956:1 1889:1 2317:3 5493:1 1190:1 6264:1 5442:5 5213:2 1625:1 4500:1 3175:1 1869:1 5187:1 6270:1 173:1 3171:1 205:1 1749:1 2928:1 6891:1 5568:1 4901:1 2697:1 1571:1 2524:1 2318:1 231:1 7137:1 1078:3 4529:1 107:1 929:2 5764:2 618:1 280:1 2213:2 6323:2 6242:2 723:1 7090:1 3750:1 6548:1 1023:1 5885:1 3493:1 2766:1 2562:1 1020:1 6988:1 102:1 2964:1 487:4 5332:1 4997:1 4920:1 2176:1 4767:1 1050:1 3168:2 6071:1 2322:1 899:1 6328:1 2816:1 5443:1 3335:1 4763:1 5224:1 4034:1 4526:2 4626:1 2196:1
