周次,文档索引,日期,标签,主要主题,主题概率,主题0概率,主题1概率,主题2概率,主题3概率,主题4概率,主题5概率,主题6概率,主题7概率
4,345,2025-12-01 19:03:00,台湾问题,5,0.99684024,0.00045136813,0.0004514705,0.0004513836,0.00045135131222195923,0.0004513802414294332,0.996840238571167,0.0004513707826845348,0.00045139220310375094
4,346,2025-12-01 20:35:00,台湾问题,5,0.99625564,0.00053471746,0.0005359478,0.0005347746,0.0005347160622477531,0.0005347378319129348,0.99625563621521,0.0005347505211830139,0.0005347557016648352
4,347,2025-12-01 20:33:00,台湾问题,5,0.96744996,0.0046508275,0.004655604,0.0046489206,0.00464853597804904,0.004649190232157707,0.967449963092804,0.004648400470614433,0.0046486142091453075
4,348,2025-12-01 20:31:00,台湾问题,1,0.8587718,0.00023986187,0.8587718,0.00024001542,0.00023987943131942302,0.00024001971178222448,0.1397884637117386,0.00023995191440917552,0.00023996269737835974
4,349,2025-12-01 20:31:00,台湾问题,5,0.99048704,0.0013590197,0.0013591617,0.0013590023,0.0013588682049885392,0.0013589224545285106,0.9904870390892029,0.001359037822112441,0.0013589062727987766
4,350,2025-12-01 20:30:00,台湾问题,5,0.9964851,0.0005021132,0.0005022129,0.0005021281,0.0005020936368964612,0.000502123381011188,0.9964851140975952,0.0005021160468459129,0.0005021426477469504
4,351,2025-12-01 20:30:00,台湾问题,5,0.8063135,0.0007546647,0.18915845,0.00075469894,0.0007546941633336246,0.0007546921842731535,0.8063135147094727,0.0007546919514425099,0.000754629319999367
4,352,2025-12-01 20:30:00,台湾问题,1,0.743422,0.00045143266,0.743422,0.0004518388,0.0004534909676294774,0.0004520021320786327,0.2538660764694214,0.00045165710616856813,0.0004514926695264876
4,353,2025-12-01 20:29:00,台湾问题,5,0.8904333,0.003488134,0.003490106,0.0034890443,0.08863715082406998,0.0034879189915955067,0.8904333114624023,0.00348712969571352,0.0034872726537287235
4,354,2025-12-01 20:26:00,台湾问题,5,0.9451199,0.007839196,0.007839169,0.007849358,0.007848365232348442,0.007835082709789276,0.9451199173927307,0.007834386080503464,0.00783453043550253
4,355,2025-12-01 17:27:00,台湾问题,5,0.88260025,0.001408349,0.0014115705,0.0014097332,0.001409198041073978,0.045729365199804306,0.8826002478599548,0.0014081732369959354,0.06462329626083374
4,356,2025-12-01 17:15:00,台湾问题,5,0.9940058,0.00085626874,0.0008564715,0.0008563152,0.000856263970490545,0.0008562902803532779,0.9940057992935181,0.0008562679286114872,0.000856341328471899
4,357,2025-12-01 17:14:00,台湾问题,1,0.94310963,0.00045872442,0.94310963,0.00045874147,0.00045864065759815276,0.0004590092576108873,0.054137054830789566,0.000458884664112702,0.0004593379271682352
4,358,2025-12-01 16:49:00,台湾问题,5,0.82759905,0.00028361846,0.17069927,0.00028366275,0.0002835869090631604,0.000283634610241279,0.827599048614502,0.0002835661871358752,0.0002836149651557207
4,359,2025-12-01 16:48:00,台湾问题,5,0.84003365,0.006641369,0.006642248,0.0066463053,0.006647003348916769,0.006637952756136656,0.8400336503982544,0.00664440868422389,0.12010703980922699
4,360,2025-12-01 16:47:00,台湾问题,1,0.91742027,0.00045047872,0.91742027,0.00045049482,0.00045040520490147173,0.0004507661215029657,0.07987549155950546,0.0004506458935793489,0.0004513818130362779
4,361,2025-12-01 16:47:00,台湾问题,5,0.99662054,0.0004827525,0.0004828568,0.00048276442,0.0004827325465157628,0.0004827615339308977,0.9966205358505249,0.00048275323933921754,0.0004827778320759535
4,362,2025-12-01 16:47:00,台湾问题,5,0.99408174,0.00084527326,0.0008459114,0.000845962,0.0008452674373984337,0.0008452979964204133,0.9940817356109619,0.0008453091722913086,0.0008453389746136963
4,363,2025-12-01 16:47:00,台湾问题,1,0.7504191,0.0002710178,0.7504191,0.0002711185,0.0002710830303840339,0.0002712742134463042,0.24795430898666382,0.00027101286104880273,0.00027111099916510284
4,364,2025-12-01 16:47:00,台湾问题,5,0.9940058,0.00085627113,0.00085648795,0.0008563224,0.0008562651346437633,0.0008562964503653347,0.9940057992935181,0.0008562692091800272,0.0008563385927118361
4,365,2025-12-01 15:50:00,台湾问题,5,0.99537337,0.0006604237,0.0006622853,0.0006618779,0.0006605632370337844,0.0006604580557905138,0.9953733682632446,0.0006606248207390308,0.0006604819791391492
4,366,2025-12-01 15:50:00,台湾问题,5,0.99648505,0.0005021155,0.0005022214,0.0005021305,0.0005020960234105587,0.000502130133099854,0.9964850544929504,0.0005021177930757403,0.0005021468969061971
4,367,2025-12-01 15:49:00,台湾问题,5,0.7339461,0.005988976,0.23013425,0.005985987,0.005987160839140415,0.005986323114484549,0.7339460849761963,0.005985486786812544,0.005985755007714033
4,368,2025-12-01 15:48:00,台湾问题,1,0.7311396,0.0007615076,0.7311396,0.00076200115,0.0007617499213665724,0.0007620220421813428,0.2642892301082611,0.0007616503280587494,0.0007622212870046496
4,369,2025-12-01 15:46:00,台湾问题,5,0.99647087,0.0005041397,0.0005042453,0.0005041547,0.0005041199619881809,0.0005041516269557178,0.9964708685874939,0.0005041419062763453,0.0005041713011451066
4,370,2025-12-01 14:12:00,台湾问题,5,0.9869306,0.0018673423,0.0018675283,0.0018669275,0.001866796868853271,0.0018668760312721133,0.9869306087493896,0.001866886275820434,0.001866908511146903
4,371,2025-12-01 14:09:00,台湾问题,5,0.9539326,0.006579795,0.006586388,0.006581227,0.006579744629561901,0.00658005103468895,0.9539325833320618,0.006579855922609568,0.006580389104783535
4,372,2025-12-01 14:09:00,台湾问题,5,0.8591355,0.0005606849,0.13033432,0.00056057365,0.0005610755761153996,0.0005608507781289518,0.8591355085372925,0.0005605711485259235,0.0077264816500246525
4,373,2025-12-01 13:33:00,台湾问题,5,0.9878282,0.0017385054,0.0017398009,0.0017388029,0.0017385197570547462,0.0017389009008184075,0.9878281950950623,0.001738566206768155,0.0017386494437232614
4,374,2025-12-01 13:32:00,台湾问题,5,0.9775095,0.0032076722,0.003219288,0.003219472,0.003207656554877758,0.0032081448007375,0.9775094985961914,0.0032205209136009216,0.003207667265087366
4,375,2025-12-01 13:31:00,台湾问题,5,0.9950555,0.0007063005,0.0007064896,0.0007063494,0.0007063085795380175,0.0007063326193019748,0.9950554966926575,0.0007063825614750385,0.0007063725497573614
4,376,2025-12-01 13:31:00,台湾问题,5,0.9950834,0.0007023285,0.00070249074,0.0007023803,0.0007023356156423688,0.0007023594807833433,0.9950833916664124,0.0007023339276202023,0.0007023889338597655
4,377,2025-12-01 13:30:00,台湾问题,5,0.699227,0.020836411,0.020864666,0.0208902,0.020836463198065758,0.02083641104400158,0.699226975440979,0.17567241191864014,0.02083641104400158
4,378,2025-12-01 13:27:00,台湾问题,5,0.82605124,0.00052528875,0.17079675,0.0005252226,0.0005252038827165961,0.0005254606949165463,0.8260512351989746,0.000525228213518858,0.000525580660905689
4,379,2025-12-01 12:08:00,台湾问题,1,0.6799033,0.007825766,0.6799033,0.007825503,0.00782459694892168,0.007824569009244442,0.18553780019283295,0.09543389827013016,0.007824568077921867
4,380,2025-12-01 11:12:00,台湾问题,1,0.58093435,0.0016401074,0.58093435,0.0016407559,0.001640572096221149,0.0016440862091258168,0.4092189371585846,0.001640206086449325,0.0016409457894042134
4,381,2025-12-01 11:11:00,台湾问题,5,0.98348254,0.0023595141,0.0023600147,0.0023596757,0.0023595078382641077,0.0023595443926751614,0.9834825396537781,0.0023595329839736223,0.0023596046958118677
4,382,2025-12-01 11:07:00,台湾问题,5,0.97421986,0.0036794827,0.0036846972,0.0036827277,0.0036783211398869753,0.0036834555212408304,0.9742198586463928,0.003691907739266753,0.00367956655099988
4,383,2025-12-01 11:05:00,台湾问题,1,0.64508593,0.00032359557,0.64508593,0.0003237201,0.00032379510230384767,0.00032378750620409846,0.3529713451862335,0.00032363971695303917,0.00032421425567008555
4,384,2025-12-01 11:04:00,台湾问题,5,0.96873313,0.0044676345,0.004467182,0.004466345,0.004465929698199034,0.00446635065600276,0.9687331318855286,0.004467081278562546,0.004466391634196043
4,385,2025-12-01 11:02:00,台湾问题,5,0.8249878,0.025001671,0.02500193,0.025001848,0.025001736357808113,0.02500167116522789,0.8249878287315369,0.02500167116522789,0.02500167116522789
4,386,2025-12-01 11:00:00,台湾问题,5,0.9663295,0.00481134,0.0048105773,0.0048102713,0.004809386562556028,0.004809881094843149,0.9663295149803162,0.004809384234249592,0.004809577018022537
4,387,2025-12-01 11:00:00,台湾问题,5,0.7921162,0.00045543304,0.20515081,0.00045544372,0.0004554504994302988,0.0004555505292955786,0.7921162247657776,0.00045551673974841833,0.00045563530875369906
4,388,2025-12-01 11:00:00,台湾问题,5,0.63836485,0.00016158649,0.36066547,0.00016161022,0.00016168723232112825,0.00016159848019015044,0.638364851474762,0.0001615637302165851,0.00016158679500222206
4,389,2025-12-01 10:20:00,台湾问题,5,0.36092517,0.15821896,0.008368155,0.35502937,0.008361976593732834,0.008367515169084072,0.36092516779899597,0.008361916057765484,0.09236687421798706
4,390,2025-12-01 10:19:00,台湾问题,5,0.97812146,0.0031253735,0.0031258946,0.0031255889,0.0031253627967089415,0.0031254261266440153,0.9781214594841003,0.0031253446359187365,0.003125509712845087
4,391,2025-12-01 10:14:00,台湾问题,5,0.9978336,0.0003094506,0.00030954194,0.0003094964,0.0003094540152233094,0.00030946513288654387,0.9978336095809937,0.0003094770072493702,0.0003095218271482736
4,392,2025-12-01 10:13:00,台湾问题,5,0.99430853,0.00081238616,0.000813664,0.0008127409,0.0008126082830131054,0.0008124550222419202,0.9943085312843323,0.0008145252359099686,0.0008130979840643704
4,393,2025-12-01 10:12:00,台湾问题,5,0.9945564,0.00077704026,0.0007781549,0.0007773672,0.0007772434037178755,0.0007771045784465969,0.9945564270019531,0.0007789949886500835,0.0007776913116686046
4,394,2025-12-01 09:17:00,台湾问题,5,0.9981651,0.00026210843,0.00026220118,0.00026212842,0.00026211136719211936,0.000262125744484365,0.9981650710105896,0.0002621383173391223,0.0002621277526486665
4,395,2025-12-01 09:13:00,台湾问题,1,0.590763,0.009810865,0.590763,0.009791183,0.1450948566198349,0.009797446429729462,0.21516954898834229,0.009788076393306255,0.00978498812764883
4,396,2025-12-01 09:05:00,台湾问题,5,0.5629021,0.0054536243,0.40435222,0.0054547563,0.005467709619551897,0.0054620676673948765,0.5629020929336548,0.005453630816191435,0.0054538375698029995
4,397,2025-12-01 09:02:00,台湾问题,5,0.9979452,0.00029352488,0.00029360468,0.000293561,0.0002935203374363482,0.0002935327065642923,0.9979451894760132,0.00029352816636674106,0.00029358069878071547
4,398,2025-12-01 08:24:00,台湾问题,5,0.6020257,0.0090108225,0.19450587,0.00901164,0.00901038572192192,0.009011236019432545,0.6020256876945496,0.15841373801231384,0.009010626934468746
4,399,2025-12-01 08:21:00,台湾问题,5,0.92227846,0.001161543,0.07075123,0.0011621711,0.0011616789270192385,0.0011615497060120106,0.9222784638404846,0.001161564840003848,0.0011617467971518636
4,400,2025-12-01 08:20:00,台湾问题,5,0.9981338,0.00026657467,0.00026666414,0.0002665937,0.00026657769922167063,0.0002665924548637122,0.9981337785720825,0.0002665948704816401,0.000266593269770965
4,401,2025-12-01 08:20:00,台湾问题,1,0.78765565,0.0014531665,0.78765565,0.0014540183,0.0014531861525028944,0.001453403732739389,0.20362147688865662,0.0014555099187418818,0.0014536324888467789
4,402,2025-12-01 08:15:00,台湾问题,5,0.9981946,0.00025785167,0.00025793377,0.00025786596,0.0002581497828941792,0.000257864739978686,0.9981945753097534,0.0002578659914433956,0.00025786476908251643
4,403,2025-12-01 03:08:00,台湾问题,1,0.5842865,0.0031504338,0.5842865,0.0031601235,0.0031543602235615253,0.0031512787099927664,0.3967841565608978,0.00316236587241292,0.003150701057165861
4,404,2025-12-01 02:59:00,台湾问题,1,0.6915372,0.0006246218,0.6915372,0.00062590913,0.0006246342090889812,0.0006247475976124406,0.3047131299972534,0.0006250330479815602,0.0006246783887036145
4,405,2025-12-01 00:55:00,台湾问题,6,0.60876435,0.0025710787,0.33014295,0.0025720575,0.0025716088712215424,0.00256954412907362,0.04823179170489311,0.6087643504142761,0.002576709957793355
4,406,2025-12-01 00:53:00,台湾问题,1,0.8922095,0.0018915868,0.8922095,0.0018880497,0.030131123960018158,0.0018873033113777637,0.06821459531784058,0.001889459090307355,0.0018884423188865185
4,407,2025-12-01 00:53:00,台湾问题,1,0.9130822,0.0012502922,0.9130822,0.0012507499,0.0012508623767644167,0.0012509333901107311,0.07941372692584991,0.0012506251223385334,0.001250608591362834
4,408,2025-12-01 20:26:00,台湾问题,1,0.82730913,0.0010913142,0.82730913,0.013354307,0.0010913398582488298,0.0010916143655776978,0.15387839078903198,0.0010920532513409853,0.0010918856132775545
4,409,2025-12-01 20:25:00,台湾问题,5,0.9775172,0.003210238,0.0032139122,0.0032111458,0.0032154114451259375,0.003211176721379161,0.9775171875953674,0.003210290102288127,0.0032105811405926943
4,410,2025-12-01 20:18:00,台湾问题,5,0.8475151,0.0008646887,0.1472963,0.0008646895,0.0008647618815302849,0.0008648407529108226,0.8475151062011719,0.000864816945977509,0.0008647820213809609
4,411,2025-12-01 20:16:00,台湾问题,5,0.99636817,0.00051879074,0.0005189297,0.0005188245,0.0005187903298065066,0.0005188421346247196,0.9963681697845459,0.000518815650139004,0.0005188529030419886
4,412,2025-12-01 20:13:00,台湾问题,5,0.83006287,0.00042675674,0.16737536,0.00042692528,0.0004267913172952831,0.0004267978365533054,0.8300628662109375,0.00042679315083660185,0.0004276401596143842
4,413,2025-12-01 20:09:00,台湾问题,5,0.9749841,0.0011102634,0.010902317,0.00111022,0.008562423288822174,0.001110299490392208,0.9749841094017029,0.0011101713171228766,0.001110227545723319
4,414,2025-12-01 20:03:00,台湾问题,5,0.9061593,0.0040583108,0.06949182,0.004057653,0.0040569300763309,0.004057675134390593,0.9061592817306519,0.004056921694427729,0.004061383660882711
4,415,2025-12-01 17:13:00,台湾问题,1,0.66241443,0.0005842969,0.66241443,0.0005844436,0.0005844847182743251,0.0005843869876116514,0.3340791165828705,0.0005843552062287927,0.0005844909464940429
4,416,2025-12-01 17:12:00,台湾问题,5,0.9198656,0.0005181946,0.07702419,0.0005184823,0.000518405286129564,0.0005183909670449793,0.919865608215332,0.0005182867753319442,0.0005184586625546217
4,417,2025-12-01 17:10:00,台湾问题,5,0.6096569,0.002571927,0.37490618,0.0025711244,0.0025717488024383783,0.002571721328422427,0.6096568703651428,0.0025717788375914097,0.0025786894839257
4,418,2025-12-01 17:07:00,台湾问题,5,0.8268306,0.011370609,0.011365659,0.01137044,0.011356644332408905,0.011358313262462616,0.8268306255340576,0.011356550268828869,0.10499109327793121
4,419,2025-12-01 17:06:00,台湾问题,5,0.99238795,0.0010872087,0.001089101,0.0010871639,0.0010871131671592593,0.001087179989553988,0.9923879504203796,0.0010871264385059476,0.001087135635316372
4,420,2025-12-01 17:06:00,台湾问题,5,0.9835841,0.00109783,0.009829156,0.0010977902,0.0010977373458445072,0.0010978056816384196,0.9835841059684753,0.0010977517813444138,0.0010977613274008036
4,421,2025-12-01 17:06:00,台湾问题,5,0.9923893,0.0010872425,0.0010875007,0.0010871992,0.001087147742509842,0.001087214914150536,0.9923893213272095,0.0010871617123484612,0.0010871709091588855
4,422,2025-12-01 17:02:00,台湾问题,5,0.99651307,0.0004981128,0.00049821415,0.0004981275,0.0004980935482308269,0.000498124398291111,0.9965130686759949,0.000498114968650043,0.0004981436068192124
4,423,2025-12-01 16:45:00,台湾问题,5,0.99270624,0.0010419778,0.0010422234,0.0010419368,0.0010418907040730119,0.0010419498430565,0.9927062392234802,0.0010419008322060108,0.001041911426000297
4,424,2025-12-01 16:43:00,台湾问题,5,0.7998634,0.0012288013,0.17245741,0.0012290532,0.0012286819983273745,0.0012293574400246143,0.7998633980751038,0.001228703185915947,0.021534591913223267
4,425,2025-12-01 16:43:00,台湾问题,5,0.9902761,0.001389208,0.0013892229,0.0013891665,0.0013890496920794249,0.0013891065027564764,0.9902760982513428,0.0013890701811760664,0.0013890896225348115
4,426,2025-12-01 16:43:00,台湾问题,5,0.9940029,0.0008567429,0.0008569101,0.00085671764,0.0008566841715946794,0.0008567291079089046,0.9940028786659241,0.0008566946489736438,0.0008566992473788559
4,427,2025-12-01 16:43:00,台湾问题,5,0.8684033,0.000720226,0.12727425,0.0007203434,0.0007205763831734657,0.0007203008863143623,0.8684033155441284,0.0007202005363069475,0.0007208791794255376
4,428,2025-12-01 16:39:00,台湾问题,1,0.73876446,0.007882217,0.73876446,0.007861019,0.007864653132855892,0.007858537137508392,0.21404556930065155,0.00786501169204712,0.007858534343540668
4,429,2025-12-01 13:27:00,台湾问题,1,0.5732611,0.0018916315,0.5732611,0.0018920827,0.0018919841386377811,0.0018919442081823945,0.4153877794742584,0.0018916589906439185,0.0018917956622317433
4,430,2025-12-01 13:25:00,台湾问题,5,0.97913986,0.0029790222,0.0029851242,0.0029795538,0.0029789991676807404,0.002979302778840065,0.9791398644447327,0.0029790850821882486,0.00297906412743032
4,431,2025-12-01 13:22:00,台湾问题,5,0.74394923,0.16195123,0.015687577,0.015686952,0.015684746205806732,0.015682056546211243,0.7439492344856262,0.015676317736506462,0.015681840479373932
4,432,2025-12-01 13:20:00,台湾问题,5,0.99104017,0.0012797718,0.0012807591,0.0012798988,0.0012799333781003952,0.001279852818697691,0.9910401701927185,0.0012796480441465974,0.0012799353571608663
4,433,2025-12-01 13:20:00,台湾问题,5,0.7104283,0.007494174,0.0075021777,0.24462052,0.007488422095775604,0.007489200681447983,0.7104282975196838,0.007488403469324112,0.007488837465643883
4,434,2025-12-01 13:12:00,台湾问题,5,0.99251133,0.0010696498,0.0010699428,0.0010697787,0.0010698040714487433,0.001069636084139347,0.9925113320350647,0.0010696102399379015,0.0010702102445065975
4,435,2025-12-01 13:12:00,台湾问题,5,0.982111,0.0025590945,0.0025564404,0.002555316,0.0025537447072565556,0.002554962644353509,0.9821109771728516,0.0025537842884659767,0.002555643208324909
4,436,2025-12-01 10:08:00,台湾问题,5,0.9897043,0.001470721,0.0014710109,0.0014707829,0.0014707377413287759,0.0014707822119817138,0.9897043108940125,0.001470749732106924,0.0014708753442391753
4,437,2025-12-01 10:04:00,台湾问题,5,0.99458534,0.00077277294,0.00077485194,0.00077285036,0.000772800121922046,0.000772812170907855,0.9945853352546692,0.0007758369320072234,0.0007728277705609798
4,438,2025-12-01 10:04:00,台湾问题,5,0.9581618,0.005978552,0.005980704,0.0059761354,0.005975436419248581,0.005976262502372265,0.9581617712974548,0.005975423380732536,0.005975812673568726
4,439,2025-12-01 10:04:00,台湾问题,5,0.9945224,0.00078189827,0.0007830078,0.0007822268,0.0007821041508577764,0.0007819635211490095,0.9945223927497864,0.0007839130121283233,0.0007825580541975796
4,440,2025-12-01 08:07:00,台湾问题,5,0.9978598,0.00030572288,0.00030580457,0.00030576237,0.0003057188878301531,0.00030573116964660585,0.99785977602005,0.0003057273861486465,0.0003057840222027153
4,441,2025-12-01 08:07:00,台湾问题,5,0.99790615,0.00029910106,0.00029918083,0.00029913854,0.0002990966895595193,0.0002991103392560035,0.9979061484336853,0.0002991047513205558,0.0002991592918988317
4,442,2025-12-01 08:02:00,台湾问题,1,0.7698323,0.0038181709,0.7698323,0.0038193394,0.003817958990111947,0.0038213245570659637,0.2072557806968689,0.003817026037722826,0.003818051191046834
4,443,2025-12-01 08:00:00,台湾问题,5,0.94852364,0.007353448,0.0073543577,0.0073538134,0.007353460881859064,0.00735357915982604,0.9485236406326294,0.0073534478433430195,0.007354294415563345
4,444,2025-12-01 20:01:00,台湾问题,5,0.610299,0.0026737913,0.37365213,0.002681617,0.002673080191016197,0.002673800801858306,0.6102989912033081,0.0026730841491371393,0.0026734916027635336
4,445,2025-12-01 17:01:00,台湾问题,5,0.99667215,0.0004753728,0.00047548363,0.00047540662,0.00047537239152006805,0.0004753955581691116,0.9966721534729004,0.0004753930843435228,0.0004754149413201958
4,446,2025-12-01 17:00:00,台湾问题,5,0.99639827,0.0005145,0.00051462126,0.0005145326,0.0005144995520822704,0.0005145252798683941,0.9963982701301575,0.0005145224276930094,0.0005145514733158052
4,447,2025-12-01 16:38:00,台湾问题,5,0.53505504,0.0029861538,0.20827778,0.24173017,0.0029855009634047747,0.0029925480484962463,0.5350550413131714,0.002984871855005622,0.0029878742061555386
4,448,2025-12-01 16:37:00,台湾问题,5,0.9485254,0.007353434,0.0073538204,0.0073534986,0.0073534338735044,0.007353566121309996,0.9485254287719727,0.0073534338735044,0.007353463675826788
4,449,2025-12-01 16:35:00,台湾问题,5,0.9619291,0.0054398966,0.0054407273,0.005437906,0.005437319166958332,0.005437929183244705,0.9619290828704834,0.005439602769911289,0.0054375967010855675
4,450,2025-12-01 16:33:00,台湾问题,5,0.87146723,0.008352776,0.008363031,0.07842266,0.008350636810064316,0.008347617462277412,0.8714672327041626,0.008346942253410816,0.008349139243364334
4,451,2025-12-01 16:33:00,台湾问题,5,0.992642,0.001050714,0.0010510507,0.0010507685,0.001050621154718101,0.001050683786161244,0.9926419854164124,0.0010535387555137277,0.0010506645776331425
4,452,2025-12-01 16:28:00,台湾问题,5,0.9966206,0.00048274442,0.00048284372,0.0004827523,0.00048272041021846235,0.0004827552766073495,0.9966205954551697,0.00048274113214574754,0.000482765695778653
4,453,2025-12-01 13:11:00,台湾问题,5,0.9979406,0.00029417305,0.00029425573,0.0002942114,0.0002941687998827547,0.0002941821876447648,0.9979405999183655,0.0002941765997093171,0.00029422942316159606
4,454,2025-12-01 13:10:00,台湾问题,5,0.9940867,0.0008447021,0.0008449001,0.00084476493,0.0008446932188235223,0.0008447237778455019,0.9940866827964783,0.0008448059088550508,0.0008447787258774042
4,455,2025-12-01 13:04:00,台湾问题,5,0.9707584,0.0041751787,0.004186745,0.0041739424,0.004181810189038515,0.004173917695879936,0.9707583785057068,0.004174529574811459,0.004175452049821615
4,456,2025-12-01 13:03:00,台湾问题,5,0.6249658,0.00036171734,0.37286314,0.0003617929,0.0003618582268245518,0.00036183191696181893,0.6249657869338989,0.0003620734205469489,0.00036181206814944744
4,457,2025-12-01 13:03:00,台湾问题,5,0.6792969,0.00030527764,0.3188708,0.00030541458,0.00030536187114194036,0.000305563589790836,0.6792969107627869,0.0003053810214623809,0.000305328459944576
4,458,2025-12-01 13:00:00,台湾问题,5,0.991654,0.0011921285,0.0011942443,0.0011919434,0.001192049472592771,0.0011920378310605884,0.9916539788246155,0.0011918380623683333,0.0011917890515178442
4,459,2025-12-01 16:28:00,台湾问题,5,0.9961775,0.00054604444,0.00054616446,0.0005460506,0.0005460170796141028,0.0005460500833578408,0.9961774945259094,0.0005460421089082956,0.0005461073014885187
4,460,2025-12-01 16:27:00,台湾问题,5,0.68044794,0.0032265077,0.003234204,0.30018732,0.003226360073313117,0.0032260576263070107,0.6804479360580444,0.0032252708915621042,0.003226365428417921
4,461,2025-12-01 16:27:00,台湾问题,5,0.8290955,0.00089602714,0.16551982,0.0008965841,0.0008964197477325797,0.0008981989230960608,0.8290954828262329,0.0009007502230815589,0.0008966996683739126
4,462,2025-12-01 16:24:00,台湾问题,5,0.9928843,0.001016531,0.0010167547,0.001016489,0.0010164439445361495,0.0010165026178583503,0.9928842782974243,0.001016453723423183,0.0010165764251723886
4,463,2025-12-01 16:23:00,台湾问题,5,0.86007804,0.0029941606,0.07349429,0.0514507,0.002992308931425214,0.003002495737746358,0.8600780367851257,0.002993806032463908,0.002994184149429202
4,464,2025-12-01 16:19:00,台湾问题,5,0.792717,0.00025231397,0.18384539,0.0002529111,0.0002523058792576194,0.00025230093160644174,0.7927169799804688,0.00025236912188120186,0.022175410762429237
4,465,2025-12-01 16:18:00,台湾问题,5,0.992451,0.0010784382,0.0010786819,0.0010783956,0.0010783449979498982,0.0010784108890220523,0.992451012134552,0.0010783587349578738,0.0010783676989376545
4,466,2025-12-01 16:15:00,台湾问题,5,0.9966336,0.00048087968,0.00048098472,0.00048089877,0.00048086175229400396,0.0004808874218724668,0.9966335892677307,0.0004808823287021369,0.00048090657219290733
4,467,2025-12-01 16:13:00,台湾问题,5,0.99664545,0.00047917364,0.0004792888,0.00047920682,0.0004791970131918788,0.00047919535427354276,0.996645450592041,0.0004791921528521925,0.0004792171821463853
4,468,2025-12-01 16:13:00,台湾问题,5,0.99087137,0.0013038077,0.0013064598,0.0013037067,0.0013038499746471643,0.0013037348398938775,0.9908713698387146,0.0013035971205681562,0.0013035261072218418
4,469,2025-12-01 16:12:00,台湾问题,5,0.9925805,0.001059613,0.0010599121,0.0010596685,0.0010595184285193682,0.0010595821077004075,0.9925804734230042,0.001061721588484943,0.0010595405474305153
4,470,2025-12-01 16:11:00,台湾问题,5,0.9963226,0.000525314,0.0005254423,0.00052534824,0.0005253134877420962,0.0005253409035503864,0.9963225722312927,0.0005253373528830707,0.0005253653507679701
4,471,2025-12-01 16:10:00,台湾问题,1,0.7769467,0.00040593135,0.7769467,0.0004060772,0.0004058770718984306,0.0004059859784319997,0.22061753273010254,0.00040598949999548495,0.0004059288476128131
4,472,2025-12-01 16:09:00,台湾问题,5,0.88445055,0.006034923,0.0060513346,0.07932332,0.006035085301846266,0.006034917663782835,0.8844505548477173,0.0060348291881382465,0.006035002414137125
4,473,2025-12-01 16:08:00,台湾问题,5,0.9370453,0.008998765,0.008994398,0.008992704,0.008991841226816177,0.008992851711809635,0.9370452761650085,0.008991828188300133,0.008992350660264492
4,474,2025-12-01 21:56:00,中日,7,0.46510676,0.003155715,0.28408268,0.07578081,0.03883494436740875,0.0031620534136891365,0.0031633528415113688,0.12671370804309845,0.4651067554950714
4,475,2025-12-01 21:56:00,中日,1,0.7498241,0.0027826554,0.7498241,0.0027826962,0.0027828020974993706,0.002784204203635454,0.23347719013690948,0.0027827827725559473,0.0027835245709866285
4,476,2025-12-01 21:53:00,中日,5,0.9958635,0.0005905645,0.0005920968,0.00059078494,0.0005906338337808847,0.0005905957077629864,0.9958634972572327,0.0005911523476243019,0.0005905893631279469
4,477,2025-12-01 21:49:00,中日,1,0.9480484,0.0074424497,0.9480484,0.0074175135,0.007415955886244774,0.0074149551801383495,0.007420252542942762,0.0074152275919914246,0.007425167132169008
4,478,2025-12-01 21:49:00,中日,5,0.86834186,0.0031395557,0.11286459,0.0031281854,0.003127861302345991,0.003133766818791628,0.868341863155365,0.0031278610695153475,0.003136262996122241
4,479,2025-12-01 21:48:00,中日,1,0.87443984,0.017925786,0.87443984,0.017925773,0.01794288121163845,0.01794685609638691,0.01796548254787922,0.017925774678587914,0.017927687615156174
4,480,2025-12-01 21:48:00,中日,3,0.6633005,0.0012185706,0.29925013,0.0012219945,0.6633005142211914,0.0012200233759358525,0.00122256635222584,0.0012185722589492798,0.03134760633111
4,481,2025-12-01 21:47:00,中日,1,0.87465835,0.01789549,0.87465835,0.017915236,0.017895488068461418,0.01791142113506794,0.017931150272488594,0.01789548248052597,0.017897387966513634
4,482,2025-12-01 20:58:00,中日,1,0.5084835,0.00032705552,0.5084835,0.00032721413,0.0003271214372944087,0.00032738977461121976,0.4895533621311188,0.0003272289177402854,0.0003271489986218512
4,483,2025-12-01 20:57:00,中日,5,0.8700402,0.0006912705,0.12581174,0.0006912647,0.0006912591052241623,0.0006913404795341194,0.8700401782989502,0.000691701308824122,0.0006912866956554353
4,484,2025-12-01 20:56:00,中日,1,0.9118073,0.012583058,0.9118073,0.012666371,0.012589690275490284,0.012583049945533276,0.012601715512573719,0.012585878372192383,0.012583045288920403
4,485,2025-12-01 20:56:00,中日,5,0.95874435,0.0006738926,0.037210405,0.0006741296,0.0006738644442521036,0.0006743391859345138,0.9587443470954895,0.0006745396531186998,0.0006744582206010818
4,486,2025-12-01 20:53:00,中日,1,0.50360316,0.0016490375,0.50360316,0.0016534398,0.0016490371199324727,0.0016497126780450344,0.48649731278419495,0.0016490706475451589,0.0016492821741849184
